epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,316.031,4.12934,11.1669,3.0371,0.42536,0.45713,0.39466,0.1946,3.49531,3.85944,2.52938,0.0809652,9.56522e-05,9.56522e-05
2,503.602,2.93424,2.85143,2.32378,0.52475,0.59069,0.56793,0.30015,3.3257,3.19267,2.52504,0.0610633,0.000193715,0.000193715
3,695.945,2.68641,2.49539,2.25087,0,0,0,0,8.39133,inf,8.79132,0.0411594,0.000289798,0.000289798
4,849.217,2.58552,2.31813,2.19711,0.35468,0.31784,0.29748,0.05985,5.14374,5.38268,3.92947,0.0212535,0.000383901,0.000383901
5,1043.61,2.49023,2.23474,2.14024,0.55628,0.42689,0.45529,0.25286,3.40474,3.71478,2.50285,0.00134559,0.000476024,0.000476024
6,1222.4,2.33376,2.08901,2.0981,0.00019,0.00158,0.0001,4e-05,7.88262,inf,7.41739,0.00047525,0.00047525,0.00047525
7,1493.01,2.36261,2.18466,2.09752,0,0,0,0,9.75325,inf,24.4409,0.0004703,0.0004703,0.0004703
8,1649.41,2.4337,1.9554,2.12891,0.56654,0.51304,0.49793,0.19097,4.12784,3.73394,2.95848,0.00046535,0.00046535,0.00046535
9,1918.64,2.29315,1.89651,2.05224,0.67483,0.71754,0.72349,0.37934,3.34443,2.59777,2.39287,0.0004604,0.0004604,0.0004604
10,2058.28,2.18256,1.82329,2.02526,0.56899,0.71796,0.64513,0.33148,3.26937,2.53845,2.31135,0.00045545,0.00045545,0.00045545
11,2256.98,2.12373,1.79425,1.99425,0.54773,0.64751,0.56713,0.17642,4.29685,2.98964,2.82668,0.0004505,0.0004505,0.0004505
12,2444.71,2.10143,1.77316,1.98181,0.65703,0.72808,0.71547,0.47965,2.44157,1.89578,2.05673,0.00044555,0.00044555,0.00044555
13,2713.75,2.06807,1.75496,1.95877,0.74263,0.72701,0.76153,0.46054,2.71534,1.82698,2.1061,0.0004406,0.0004406,0.0004406
14,2854.18,2.04562,1.71806,1.95872,0.64543,0.75675,0.77175,0.56797,2.02596,1.72838,1.87791,0.00043565,0.00043565,0.00043565
15,3059.54,2.04644,1.68137,1.96286,0.67277,0.77128,0.76726,0.54489,2.12165,1.56149,1.89036,0.0004307,0.0004307,0.0004307
16,3218.33,2.04224,1.70127,1.93568,0.69619,0.80886,0.80123,0.58394,2.06633,1.5638,1.89311,0.00042575,0.00042575,0.00042575
17,3496.91,1.93972,1.63354,1.92161,0.72683,0.78745,0.81078,0.64433,1.59955,1.46378,1.78097,0.0004208,0.0004208,0.0004208
18,3663.86,1.93797,1.58473,1.94371,0.69195,0.786,0.7876,0.50946,2.51399,1.59643,2.04459,0.00041585,0.00041585,0.00041585
19,3866.44,1.91105,1.55861,1.91959,0.72551,0.6852,0.7535,0.49397,2.6628,1.83198,2.08977,0.0004109,0.0004109,0.0004109
20,4081.87,1.79544,1.52058,1.87391,0.70257,0.79934,0.80191,0.61191,1.8694,1.45215,1.84715,0.00040595,0.00040595,0.00040595
21,4364.8,1.83495,1.54106,1.87928,0.71295,0.78735,0.81296,0.61932,1.77761,1.38903,1.80145,0.000401,0.000401,0.000401
22,4544.47,1.88934,1.59751,1.89732,0.74435,0.80607,0.81788,0.61457,1.90323,1.46671,1.84069,0.00039605,0.00039605,0.00039605
23,4825.19,1.84862,1.52899,1.89376,0.70306,0.81633,0.80049,0.6501,1.5202,1.4114,1.75383,0.0003911,0.0003911,0.0003911
24,4973.39,1.83323,1.45552,1.87526,0.72907,0.78488,0.81028,0.56535,2.23168,1.49701,1.94688,0.00038615,0.00038615,0.00038615
25,5275.85,1.79433,1.5075,1.87055,0.64117,0.68736,0.70113,0.54059,1.68692,1.76899,1.78692,0.0003812,0.0003812,0.0003812
26,5442.54,1.68404,1.51197,1.82926,0.71564,0.75241,0.78469,0.57912,2.00151,1.56171,1.844,0.00037625,0.00037625,0.00037625
27,5645.55,1.75733,1.4699,1.86183,0.74453,0.78651,0.81342,0.628,1.783,1.32922,1.81202,0.0003713,0.0003713,0.0003713
