epoch,train_loss,train_acc,val_loss,val_acc
1,0.145211,53.41,0.123266,50.00
2,0.058431,77.84,0.071193,79.55
3,0.039803,86.65,0.067930,79.55
4,0.023227,89.77,0.084235,73.86
5,0.029956,89.49,0.076974,76.14
6,0.021686,91.19,0.055305,88.64
7,0.026671,92.05,0.273188,62.50
8,0.040812,83.52,0.171140,75.00
9,0.045476,87.78,0.383873,26.14
10,0.041888,86.08,0.821245,32.95
11,0.032681,90.06,0.395024,67.05
12,0.069951,82.10,0.598218,30.68
13,0.049018,83.52,0.721927,22.73
14,0.069151,78.69,3.265794,26.14
15,0.066905,76.99,0.194371,69.32
16,0.046788,83.24,0.249761,67.05
17,0.055933,80.40,0.323583,71.59
18,0.061311,78.41,0.208706,56.82
19,0.051883,81.25,0.275100,51.14
20,0.058306,79.83,0.393064,76.14
21,0.056078,84.94,0.114355,59.09
22,0.034194,86.93,0.059509,67.05
23,0.055177,79.55,0.181526,51.14
24,0.049625,84.09,0.132453,51.14
25,0.043607,84.94,0.027973,89.77
26,0.030950,87.50,0.069100,80.68
27,0.035349,86.36,0.182520,69.32
28,0.030800,88.92,0.072456,81.82
29,0.033716,88.35,0.074026,73.86
30,0.023777,89.49,0.046485,84.09
31,0.029389,86.65,0.070623,84.09
32,0.033206,86.93,0.066321,87.50
33,0.022921,89.49,0.058041,86.36
34,0.025184,89.77,0.044014,88.64
35,0.020341,91.76,0.031350,90.91
36,0.013730,94.60,0.044208,92.05
37,0.014727,93.75,0.054967,88.64
38,0.016095,94.03,0.063302,86.36
39,0.015642,94.32,0.053754,87.50
40,0.016502,93.47,0.091951,87.50
41,0.025050,91.19,0.061276,86.36
42,0.026325,90.91,0.040154,86.36
43,0.013194,94.03,0.041150,87.50
44,0.012948,94.32,0.049343,92.05
45,0.011685,95.74,0.044194,90.91
