epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,70.4316,2.57144,5.06264,1.58969,0.00103,0.03476,0.00056,0.00025,2.48347,4.13552,1.52051,0.09403,3e-05,3e-05
2,128.045,2.20976,3.54794,1.21458,0.4057,0.35829,0.32117,0.09147,2.28585,1.89062,1.03016,0.0870644,6.43565e-05,6.43565e-05
3,186.469,1.67994,1.52007,1.00426,0.60266,0.4096,0.49335,0.2077,2.17539,2.4733,1.05454,0.080098,9.802e-05,9.802e-05
4,234.204,1.67832,1.20733,1.02006,0.76022,0.59091,0.65891,0.23006,2.17378,1.39281,1.0749,0.073131,0.00013099,0.00013099
5,292.313,1.60565,1.04538,1.03472,0.66637,0.64439,0.68486,0.26682,2.098,1.25,1.04071,0.0661633,0.000163268,0.000163268
6,351.406,1.64259,1.15674,1.02016,0.79154,0.67647,0.77618,0.31893,1.94938,1.22949,1.02407,0.0591949,0.000194853,0.000194853
7,406.842,1.65704,1.14468,1.02508,0.7149,0.74332,0.76378,0.33648,1.85827,1.08047,1.00362,0.0522257,0.000225744,0.000225744
8,463.553,1.63958,1.03673,0.99964,0.45134,0.7754,0.5075,0.19419,1.92258,2.40041,1.00389,0.0452559,0.000255943,0.000255943
9,520.337,1.51926,0.98239,0.97483,0.35289,0.64596,0.3758,0.15233,1.74634,1.88703,0.98027,0.0382854,0.000285448,0.000285448
10,577.858,1.45905,1.01389,0.94974,0.58564,0.6738,0.58706,0.22465,1.87536,1.41657,1.00264,0.0313143,0.000314261,0.000314261
11,634.701,1.62118,1.06659,0.982,0.58074,0.65241,0.59667,0.24142,1.84457,1.78955,0.99809,0.0243424,0.00034238,0.00034238
12,691.509,1.44504,0.89126,0.95343,0.79579,0.68182,0.73657,0.37417,1.79299,1.24313,0.99367,0.0173698,0.000369806,0.000369806
13,746.627,1.40235,0.83872,0.94346,0.08044,0.27273,0.17677,0.06783,2.70675,3.83074,1.23562,0.0103965,0.00039654,0.00039654
14,804.33,1.51787,0.88244,0.95637,0.54437,0.37968,0.38969,0.11137,2.69756,2.18167,1.14837,0.00342258,0.00042258,0.00042258
15,858.375,1.43194,0.83475,0.94172,0.02485,0.0107,0.01025,0.00294,3.22731,4.23394,1.47554,0.0004307,0.0004307,0.0004307
16,913.114,1.51863,0.83895,1.01946,0.00505,0.06952,0.00769,0.00361,3.21686,4.33305,1.52668,0.00042575,0.00042575,0.00042575
17,970.608,1.54229,0.94691,0.96953,0.49306,0.0107,0.01764,0.00656,3.3996,4.07968,1.41321,0.0004208,0.0004208,0.0004208
18,1031.85,1.57626,0.84385,0.96706,0.32498,0.24064,0.24967,0.11646,2.1151,3.08588,1.09204,0.00041585,0.00041585,0.00041585
19,1087.35,1.35433,0.85049,0.9412,0.80521,0.53209,0.68839,0.33158,1.89566,1.88332,1.01486,0.0004109,0.0004109,0.0004109
20,1145.11,1.33375,0.81926,0.91709,0.75686,0.5077,0.66179,0.32197,2.01365,1.94028,1.04191,0.00040595,0.00040595,0.00040595
21,1204.28,1.38855,0.81104,0.90796,0.75248,0.67914,0.74363,0.36809,1.89819,1.18849,0.97937,0.000401,0.000401,0.000401
22,1259.23,1.31014,0.74092,0.90835,0.76308,0.69251,0.74424,0.35568,1.91484,1.13277,0.98342,0.00039605,0.00039605,0.00039605
23,1311,1.33381,0.70296,0.91962,0.82318,0.7842,0.82978,0.43007,1.70959,0.96153,0.96386,0.0003911,0.0003911,0.0003911
24,1372.08,1.34454,0.75386,0.92446,0.78572,0.82353,0.82897,0.44393,1.68958,0.93384,0.95607,0.00038615,0.00038615,0.00038615
25,1427.52,1.34082,0.73912,0.9067,0.77747,0.84492,0.84031,0.46623,1.55418,0.88268,0.91773,0.0003812,0.0003812,0.0003812
26,1485.22,1.31501,0.68701,0.90587,0.86268,0.86631,0.88148,0.50435,1.57391,0.85678,0.91948,0.00037625,0.00037625,0.00037625
27,1539.49,1.30766,0.75166,0.90425,0.85901,0.86096,0.89059,0.50587,1.54425,0.83067,0.91966,0.0003713,0.0003713,0.0003713
28,1596.43,1.29603,0.74014,0.90876,0.83854,0.84759,0.87682,0.44744,1.74757,0.88962,0.95079,0.00036635,0.00036635,0.00036635
29,1658.95,1.25318,0.71467,0.90312,0.87184,0.84225,0.87407,0.46818,1.64105,0.84951,0.93044,0.0003614,0.0003614,0.0003614
