epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,245.718,2.08303,2.52858,1.07424,0.44101,0.40881,0.37991,0.13055,2.7404,4.22997,1.28462,0.09109,9e-05,9e-05
2,456.349,1.8902,1.38773,0.9791,0.46905,0.29091,0.30091,0.09235,3.61559,5.25277,1.44491,0.0811862,0.000186238,0.000186238
3,684.645,1.60338,1.12831,0.9292,0.53438,0.35,0.38772,0.15173,3.511,6.18715,1.62199,0.0712785,0.000278516,0.000278516
4,891.213,1.6743,1.07809,0.96948,0.52055,0.71364,0.68834,0.32963,1.90995,4.19967,1.16313,0.0613668,0.000366834,0.000366834
5,1078.21,1.60421,1.04664,0.95259,0.65859,0.64545,0.70723,0.34717,1.68473,1.71155,1.12089,0.0514512,0.000451192,0.000451192
6,1264.55,1.72251,1.07092,0.94537,0.59733,0.68104,0.65866,0.31597,1.57722,4.77867,1.11707,0.0415316,0.00053159,0.00053159
7,1451.6,1.66643,1.08477,0.97713,0.65176,0.72727,0.71621,0.30892,1.662,3.10119,1.19448,0.031608,0.000608028,0.000608028
8,1631.3,1.64186,1.05263,0.96143,0.61133,0.67273,0.61283,0.26937,1.64203,4.12431,1.14718,0.0216805,0.000680506,0.000680506
9,1821.47,1.66338,1.00359,0.95719,0.2262,0.50455,0.33661,0.1105,2.43081,35.6613,1.25514,0.011749,0.000749024,0.000749024
10,2009.78,1.59073,1.001,0.95008,0.05805,0.76364,0.05214,0.025,1.81361,69.0272,1.2791,0.00181358,0.000813582,0.000813582
