epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.5616,1.80559,4.69454,1.81751,0.2986,0.14444,0.09818,0.04532,1.87553,6.17729,1.47449,0.09005,5e-05,5e-05
2,22.5985,1.16367,1.36164,1.21302,0,0,0,0,2.67602,6.27433,2.31845,0.079104,0.000103961,0.000103961
3,25.8703,1.05478,0.83224,1.13363,0.88889,0.08889,0.49117,0.22221,2.19729,5.36159,1.83083,0.0681568,0.000156832,0.000156832
4,29.2804,0.93999,0.73023,1.07484,0.65741,0.78889,0.75816,0.49433,1.39265,2.23126,1.30655,0.0572086,0.000208615,0.000208615
5,32.6681,0.92217,0.79177,1.06365,0.8749,0.85478,0.92276,0.68461,0.98426,0.99094,1.12429,0.0462593,0.000259308,0.000259308
6,36.0746,0.90505,0.73337,1.05333,0.80419,0.9,0.90705,0.71218,0.86532,0.77227,1.03883,0.0353089,0.000308913,0.000308913
7,39.3908,0.94135,0.75423,1.05825,0.78391,0.93333,0.90905,0.71073,0.89674,0.71872,1.03553,0.0243574,0.000357428,0.000357428
8,42.5268,0.89485,0.67159,1.05607,0.75679,0.84444,0.87794,0.65568,0.95104,0.88858,1.04914,0.0134049,0.000404855,0.000404855
9,46.2825,0.82951,0.65276,1.02325,0.58999,0.38889,0.44157,0.24214,1.8954,1.90261,1.60701,0.00245119,0.000451192,0.000451192
10,49.3901,0.83529,0.70699,1.01762,0.76316,0.37778,0.5856,0.33733,1.67013,2.01278,1.46291,0.00045545,0.00045545,0.00045545
11,52.505,0.79252,0.62178,0.9947,0.8686,0.93333,0.94558,0.75131,0.81976,0.60844,0.99927,0.0004505,0.0004505,0.0004505
12,55.8141,0.81741,0.6156,1.01146,0.85876,0.91111,0.93695,0.7185,0.92403,0.68574,1.04472,0.00044555,0.00044555,0.00044555
13,58.9059,0.83823,0.6458,1.03317,0.87395,0.88889,0.93069,0.60915,1.31039,0.74487,1.33089,0.0004406,0.0004406,0.0004406
14,62.0585,0.84163,0.65964,1.00991,0.92906,0.87316,0.9423,0.72006,0.91833,0.65239,1.06011,0.00043565,0.00043565,0.00043565
15,65.2113,0.87926,0.59678,1.03821,0.87156,0.9048,0.94759,0.66929,1.14647,0.94541,1.21188,0.0004307,0.0004307,0.0004307
16,68.323,0.80905,0.53248,1.00727,0.88479,0.93868,0.9548,0.73032,0.96543,0.7284,1.07835,0.00042575,0.00042575,0.00042575
17,71.4215,0.86142,0.53317,1.02787,0.78858,0.91178,0.9027,0.70677,0.87677,0.9978,1.01825,0.0004208,0.0004208,0.0004208
18,74.7738,0.80908,0.61056,0.99664,0.84042,0.92222,0.92255,0.71545,0.89554,0.68571,1.02288,0.00041585,0.00041585,0.00041585
19,77.8622,0.77334,0.51926,0.97709,0.81396,0.92364,0.91762,0.7038,0.90135,0.76839,1.02988,0.0004109,0.0004109,0.0004109
