epoch,train_loss,train_acc,val_loss,val_acc
1,0.093115,74.25,0.055957,87.30
2,0.024992,90.95,0.053338,87.30
3,0.014377,94.50,0.055997,86.77
4,0.014874,94.61,0.073879,84.13
5,0.016774,93.86,0.075346,92.59
6,0.020071,92.24,0.123974,89.95
7,0.020863,91.81,0.082060,84.13
8,0.033423,88.58,0.193687,57.67
9,0.034379,85.88,0.081408,85.19
10,0.043045,84.70,0.099356,82.54
11,0.037163,85.88,0.085842,74.07
12,0.042766,85.45,0.110957,84.66
13,0.033979,87.28,0.051894,89.95
14,0.039975,86.42,0.370883,59.26
15,0.036639,83.73,0.042361,88.89
16,0.035866,87.50,0.341124,53.97
17,0.028232,88.15,0.087147,86.24
18,0.025903,89.66,0.067889,85.19
19,0.034645,87.72,0.093901,89.95
20,0.042525,82.76,0.069408,87.83
21,0.022333,90.19,0.088711,76.19
22,0.026088,90.30,0.108851,79.89
23,0.033655,87.82,0.059708,87.83
24,0.019975,91.38,0.061118,86.77
25,0.011563,95.69,0.071050,87.30
26,0.021761,93.00,0.097462,79.37
27,0.016591,94.61,0.094302,82.01
28,0.014450,92.78,0.058023,92.59
29,0.019085,92.24,0.062548,91.01
30,0.021177,90.41,0.077131,69.31
31,0.013368,93.97,0.065455,92.06
32,0.011073,94.18,0.067224,89.95
33,0.007466,96.55,0.074984,90.48
34,0.005902,97.20,0.081457,93.12
35,0.013948,94.29,0.073842,86.77
