image_name,image_file,n_gt_boxes,n_pred_boxes,n_correct_matches,n_false_positives,n_false_negatives,avg_confidence,status,paper_score,recommendation,error_category,selector_type,top_n,dataset,model,total_errors,n_boxes,n_correct,n_incorrect,accuracy,conf_threshold
PA171899,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171899.png,,,,,,0.537,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA172004.png,,,,,,0.53,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA172004.png,,,,,,0.53,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171998,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171998.png,,,,,,0.504,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171998,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171998.png,,,,,,0.504,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171722,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171722.png,,,,,,0.492,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171722,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171722.png,,,,,,0.492,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171721,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171721.png,,,,,,0.483,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171721,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171721.png,,,,,,0.483,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171931,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171931.png,,,,,,0.459,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171931,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171931.png,,,,,,0.459,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171770.png,,,,,,0.45,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171770.png,,,,,,0.45,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,0.0,2.0,0.0,0.75
PA171876,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171876.png,,,,,,0.955,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,0.0,1.0,0.0,0.75
PA171876,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171876.png,,,,,,0.955,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,0.0,1.0,0.0,0.75
PA171898,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171898.png,,,,,,0.836,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,0.0,1.0,0.0,0.75
PA171898,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171898.png,,,,,,0.836,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,0.0,1.0,0.0,0.75
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171878.png,,,,,,0.459,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171878.png,,,,,,0.459,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171912,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171912.png,,,,,,0.415,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171912,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171912.png,,,,,,0.415,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171751.png,,,,,,0.361,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171751.png,,,,,,0.361,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171801,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171801.png,,,,,,0.358,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171801,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171801.png,,,,,,0.358,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171698,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171698.png,,,,,,0.325,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171698,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171698.png,,,,,,0.325,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,1.0,2.0,0.333,0.75
PA171852,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171852.png,,,,,,0.643,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,2.0,1.0,0.667,0.75
PA171852,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171852.png,,,,,,0.643,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,2.0,1.0,0.667,0.75
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171959.png,,,,,,0.596,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,5.0,4.0,1.0,0.8,0.75
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171959.png,,,,,,0.596,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,5.0,4.0,1.0,0.8,0.75
PA171802,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171802.png,,,,,,0.581,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,2.0,1.0,0.667,0.75
PA171802,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171802.png,,,,,,0.581,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,2.0,1.0,0.667,0.75
PA171909,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171909.png,,,,,,0.505,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,1.0,1.0,0.5,0.75
PA171909,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171909.png,,,,,,0.505,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,1.0,1.0,0.5,0.75
PA171771,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171771.png,,,,,,0.467,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,2.0,1.0,0.667,0.75
PA171771,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171771.png,,,,,,0.467,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,2.0,1.0,0.667,0.75
PA171739,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171739.png,,,,,,0.328,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171739,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171739.png,,,,,,0.328,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171697,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171697.png,,,,,,0.363,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,3.0,0.0,1.0,0.75
PA171697,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171697.png,,,,,,0.363,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,3.0,3.0,0.0,1.0,0.75
PA171949,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171949.png,,,,,,0.373,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171949,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171949.png,,,,,,0.373,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171851,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171851.png,,,,,,0.391,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171851,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171851.png,,,,,,0.391,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171923,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171923.png,,,,,,0.41,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171923,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171923.png,,,,,,0.41,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171823,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171823.png,,,,,,0.414,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171823,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171823.png,,,,,,0.414,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171964,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171964.png,,,,,,0.426,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,2.0,0.0,1.0,0.75
PA171964,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171964.png,,,,,,0.426,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,2.0,2.0,0.0,1.0,0.75
PA171900,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171900.png,,,,,,0.429,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171900,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171900.png,,,,,,0.429,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171826,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171826.png,,,,,,0.506,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171826,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171826.png,,,,,,0.506,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171996,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171996.png,,,,,,0.54,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171996,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171996.png,,,,,,0.54,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,iml_lifecycle,efficientnet_b0_focal,,1.0,1.0,0.0,1.0,0.75
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171751.png,,,,,,0.524,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,0.0,3.0,0.0,0.75
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171751.png,,,,,,0.524,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,0.0,3.0,0.0,0.75
PA171742,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171742.png,,,,,,0.471,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,0.0,3.0,0.0,0.75
PA171742,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171742.png,,,,,,0.471,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,0.0,3.0,0.0,0.75
PA171899,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171899.png,,,,,,0.548,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171899,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171899.png,,,,,,0.548,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171756,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171756.png,,,,,,0.523,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171756,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171756.png,,,,,,0.523,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171931,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171931.png,,,,,,0.521,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171931,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171931.png,,,,,,0.521,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171693,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171693.png,,,,,,0.512,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171693,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171693.png,,,,,,0.512,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171699,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171699.png,,,,,,0.468,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171699,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171699.png,,,,,,0.468,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171909,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171909.png,,,,,,0.467,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171909,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171909.png,,,,,,0.467,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171770.png,,,,,,0.462,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171770.png,,,,,,0.462,All wrong,3,Not recommended,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,2.0,0.0,2.0,0.0,0.75
PA171836,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171836.png,,,,,,0.938,All wrong,5,Challenging case,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,1.0,0.0,1.0,0.0,0.75
PA171836,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171836.png,,,,,,0.938,All wrong,5,Challenging case,All Wrong,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,1.0,0.0,1.0,0.0,0.75
PA171836,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171836.png,,,,,,0.938,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b1_focal,,1.0,0.0,1.0,0.0,0.75
PA171836,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171836.png,,,,,,0.938,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b1_focal,,1.0,0.0,1.0,0.0,0.75
PA171822,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171822.png,,,,,,0.924,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b1_focal,,1.0,0.0,1.0,0.0,0.75
PA171822,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171822.png,,,,,,0.924,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b1_focal,,1.0,0.0,1.0,0.0,0.75
PA171854,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171854.png,,,,,,0.813,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b1_focal,,1.0,0.0,1.0,0.0,0.75
PA171854,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171854.png,,,,,,0.813,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b1_focal,,1.0,0.0,1.0,0.0,0.75
PA171851,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171851.png,,,,,,0.788,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b1_focal,,1.0,0.0,1.0,0.0,0.75
PA171851,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171851.png,,,,,,0.788,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,iml_lifecycle,efficientnet_b1_focal,,1.0,0.0,1.0,0.0,0.75
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171959.png,,,,,,0.608,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,5.0,3.0,2.0,0.6,0.75
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171959.png,,,,,,0.608,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,5.0,3.0,2.0,0.6,0.75
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171878.png,,,,,,0.562,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,1.0,2.0,0.333,0.75
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171878.png,,,,,,0.562,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,1.0,2.0,0.333,0.75
PA171801,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171801.png,,,,,,0.516,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,1.0,2.0,0.333,0.75
PA171801,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171801.png,,,,,,0.516,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,1.0,2.0,0.333,0.75
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171990.png,,,,,,0.487,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,1.0,2.0,0.333,0.75
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171990.png,,,,,,0.487,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,1.0,2.0,0.333,0.75
PA171698,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b1_focal\PA171698.png,,,,,,0.442,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,iml_lifecycle,efficientnet_b1_focal,,3.0,1.0,2.0,0.333,0.75
