image_name,image_file,n_gt_boxes,n_pred_boxes,n_correct_matches,n_false_positives,n_false_negatives,avg_confidence,status,paper_score,recommendation,error_category,selector_type,top_n,dataset,model,total_errors,n_boxes,n_correct,n_incorrect,accuracy,conf_threshold
PA171785,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171785.png,1.0,4.0,1.0,3.0,0.0,0.814,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171785,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171785.png,1.0,4.0,1.0,3.0,0.0,0.814,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA172004.png,2.0,4.0,2.0,2.0,0.0,0.802,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA172004.png,2.0,4.0,2.0,2.0,0.0,0.802,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA172021,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA172021.png,2.0,4.0,2.0,2.0,0.0,0.73,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA172021,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA172021.png,2.0,4.0,2.0,2.0,0.0,0.73,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171902,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171902.png,1.0,3.0,1.0,2.0,0.0,0.608,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171902,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171902.png,1.0,3.0,1.0,2.0,0.0,0.608,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171693,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171693.png,2.0,4.0,2.0,2.0,0.0,0.574,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171693,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171693.png,2.0,4.0,2.0,2.0,0.0,0.574,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171987,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171987.png,1.0,2.0,1.0,1.0,0.0,0.913,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171987,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171987.png,1.0,2.0,1.0,1.0,0.0,0.913,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171962,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171962.png,1.0,2.0,1.0,1.0,0.0,0.905,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171962,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171962.png,1.0,2.0,1.0,1.0,0.0,0.905,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171826,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171826.png,1.0,2.0,1.0,1.0,0.0,0.902,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171826,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171826.png,1.0,2.0,1.0,1.0,0.0,0.902,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171854,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171854.png,1.0,2.0,1.0,1.0,0.0,0.899,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171854,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171854.png,1.0,2.0,1.0,1.0,0.0,0.899,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171855,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171855.png,1.0,2.0,1.0,1.0,0.0,0.898,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171855,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171855.png,1.0,2.0,1.0,1.0,0.0,0.898,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171831,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171831.png,3.0,2.0,2.0,0.0,1.0,0.889,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171831,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo10\PA171831.png,3.0,2.0,2.0,0.0,1.0,0.889,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,20,iml_lifecycle,yolo10,,,,,,
PA171785,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171785.png,1.0,4.0,1.0,3.0,0.0,0.867,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171785,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171785.png,1.0,4.0,1.0,3.0,0.0,0.867,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA172030,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA172030.png,2.0,4.0,2.0,2.0,0.0,0.867,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA172030,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA172030.png,2.0,4.0,2.0,2.0,0.0,0.867,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA172004.png,2.0,4.0,2.0,2.0,0.0,0.748,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA172004.png,2.0,4.0,2.0,2.0,0.0,0.748,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171987,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171987.png,1.0,2.0,1.0,1.0,0.0,0.908,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171987,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171987.png,1.0,2.0,1.0,1.0,0.0,0.908,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171962,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171962.png,1.0,2.0,1.0,1.0,0.0,0.903,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171962,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171962.png,1.0,2.0,1.0,1.0,0.0,0.903,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171826,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171826.png,1.0,2.0,1.0,1.0,0.0,0.892,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171826,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171826.png,1.0,2.0,1.0,1.0,0.0,0.892,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171972,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171972.png,1.0,2.0,1.0,1.0,0.0,0.891,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171972,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171972.png,1.0,2.0,1.0,1.0,0.0,0.891,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171855,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171855.png,1.0,2.0,1.0,1.0,0.0,0.888,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171855,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171855.png,1.0,2.0,1.0,1.0,0.0,0.888,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171823,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171823.png,1.0,2.0,1.0,1.0,0.0,0.886,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171823,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171823.png,1.0,2.0,1.0,1.0,0.0,0.886,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA172021,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA172021.png,2.0,3.0,2.0,1.0,0.0,0.885,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA172021,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA172021.png,2.0,3.0,2.0,1.0,0.0,0.885,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171699,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171699.png,2.0,0.0,0.0,0.0,2.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171699,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171699.png,2.0,0.0,0.0,0.0,2.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171931,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171931.png,2.0,1.0,1.0,0.0,1.0,0.9,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171931,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171931.png,2.0,1.0,1.0,0.0,1.0,0.9,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171831,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171831.png,3.0,2.0,2.0,0.0,1.0,0.886,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171831,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171831.png,3.0,2.0,2.0,0.0,1.0,0.886,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171824,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171824.png,1.0,0.0,0.0,0.0,1.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171824,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171824.png,1.0,0.0,0.0,0.0,1.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171934,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171934.png,1.0,0.0,0.0,0.0,1.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171934,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171934.png,1.0,0.0,0.0,0.0,1.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,20,iml_lifecycle,yolo11,,,,,,
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171751.png,3.0,3.0,2.0,1.0,1.0,0.889,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,20,iml_lifecycle,yolo11,2.0,,,,,
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo11\PA171751.png,3.0,3.0,2.0,1.0,1.0,0.889,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,20,iml_lifecycle,yolo11,2.0,,,,,
PA171785,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171785.png,1.0,4.0,1.0,3.0,0.0,0.853,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171785,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171785.png,1.0,4.0,1.0,3.0,0.0,0.853,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171878.png,3.0,5.0,3.0,2.0,0.0,0.731,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171878.png,3.0,5.0,3.0,2.0,0.0,0.731,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA172030,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA172030.png,2.0,4.0,2.0,2.0,0.0,0.641,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA172030,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA172030.png,2.0,4.0,2.0,2.0,0.0,0.641,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171825,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171825.png,1.0,3.0,1.0,2.0,0.0,0.566,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171825,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171825.png,1.0,3.0,1.0,2.0,0.0,0.566,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171962,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171962.png,1.0,2.0,1.0,1.0,0.0,0.917,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171962,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171962.png,1.0,2.0,1.0,1.0,0.0,0.917,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171987,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171987.png,1.0,2.0,1.0,1.0,0.0,0.902,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171987,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171987.png,1.0,2.0,1.0,1.0,0.0,0.902,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171826,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171826.png,1.0,2.0,1.0,1.0,0.0,0.885,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171826,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171826.png,1.0,2.0,1.0,1.0,0.0,0.885,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171972,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171972.png,1.0,2.0,1.0,1.0,0.0,0.882,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171972,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171972.png,1.0,2.0,1.0,1.0,0.0,0.882,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171855,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171855.png,1.0,2.0,1.0,1.0,0.0,0.877,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171855,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171855.png,1.0,2.0,1.0,1.0,0.0,0.877,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA172004.png,2.0,3.0,2.0,1.0,0.0,0.847,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA172004.png,2.0,3.0,2.0,1.0,0.0,0.847,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171770.png,2.0,0.0,0.0,0.0,2.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171770.png,2.0,0.0,0.0,0.0,2.0,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171693,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171693.png,2.0,1.0,1.0,0.0,1.0,0.835,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171693,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171693.png,2.0,1.0,1.0,0.0,1.0,0.835,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,20,iml_lifecycle,yolo12,,,,,,
PA171934,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171934.png,1.0,1.0,0.0,1.0,1.0,0.721,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,20,iml_lifecycle,yolo12,2.0,,,,,
PA171934,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171934.png,1.0,1.0,0.0,1.0,1.0,0.721,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,20,iml_lifecycle,yolo12,2.0,,,,,
PA171831,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171831.png,3.0,3.0,2.0,1.0,1.0,0.671,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,20,iml_lifecycle,yolo12,2.0,,,,,
PA171831,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171831.png,3.0,3.0,2.0,1.0,1.0,0.671,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,20,iml_lifecycle,yolo12,2.0,,,,,
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171751.png,3.0,3.0,2.0,1.0,1.0,0.656,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,20,iml_lifecycle,yolo12,2.0,,,,,
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_detection_yolo12\PA171751.png,3.0,3.0,2.0,1.0,1.0,0.656,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,20,iml_lifecycle,yolo12,2.0,,,,,
Trip 043 Day 2 24-10-05 Image 1_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 043 Day 2 24-10-05 Image 1_4.png,3.0,8.0,3.0,5.0,0.0,0.657,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 043 Day 2 24-10-05 Image 1_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 043 Day 2 24-10-05 Image 1_4.png,3.0,8.0,3.0,5.0,0.0,0.657,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 804 Day 1 02-12-05 Image 3_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 804 Day 1 02-12-05 Image 3_11.png,3.0,7.0,3.0,4.0,0.0,0.739,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 804 Day 1 02-12-05 Image 3_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 804 Day 1 02-12-05 Image 3_11.png,3.0,7.0,3.0,4.0,0.0,0.739,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 067 Day 2 01-12-05 Image 1_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 067 Day 2 01-12-05 Image 1_11.png,8.0,11.0,8.0,3.0,0.0,0.784,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 067 Day 2 01-12-05 Image 1_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 067 Day 2 01-12-05 Image 1_11.png,8.0,11.0,8.0,3.0,0.0,0.784,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 065 Day 2 01-12-05 Image 7_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 065 Day 2 01-12-05 Image 7_10.png,6.0,9.0,6.0,3.0,0.0,0.738,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 065 Day 2 01-12-05 Image 7_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 065 Day 2 01-12-05 Image 7_10.png,6.0,9.0,6.0,3.0,0.0,0.738,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 804 Day 1 02-12-05 Image 3_7,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 804 Day 1 02-12-05 Image 3_7.png,4.0,7.0,4.0,3.0,0.0,0.72,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 804 Day 1 02-12-05 Image 3_7,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 804 Day 1 02-12-05 Image 3_7.png,4.0,7.0,4.0,3.0,0.0,0.72,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 064 Day 2 25-11-05 Image 7_9,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 064 Day 2 25-11-05 Image 7_9.png,5.0,8.0,5.0,3.0,0.0,0.691,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 064 Day 2 25-11-05 Image 7_9,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 064 Day 2 25-11-05 Image 7_9.png,5.0,8.0,5.0,3.0,0.0,0.691,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 804 Day 1 02-12-05 Image 3_14,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 804 Day 1 02-12-05 Image 3_14.png,2.0,5.0,2.0,3.0,0.0,0.591,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 804 Day 1 02-12-05 Image 3_14,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 804 Day 1 02-12-05 Image 3_14.png,2.0,5.0,2.0,3.0,0.0,0.591,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 065 Day 2 01-12-05 Image 7_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 065 Day 2 01-12-05 Image 7_3.png,9.0,11.0,9.0,2.0,0.0,0.847,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
Trip 065 Day 2 01-12-05 Image 7_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo10\Trip 065 Day 2 01-12-05 Image 7_3.png,9.0,11.0,9.0,2.0,0.0,0.847,False positives (FP),3,Not recommended,False Positives (FP),detection_error,20,md_2019_stages,yolo10,,,,,,
