image_name,image_file,n_boxes,n_correct,n_incorrect,accuracy,avg_confidence,status,paper_score,recommendation,error_category,selector_type,top_n,conf_threshold,dataset,model
PA171742,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171742.png,3,0,3,0.0,0.722,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171742,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171742.png,3,0,3,0.0,0.722,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171990.png,3,0,3,0.0,0.491,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171990.png,3,0,3,0.0,0.491,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171770.png,2,0,2,0.0,0.749,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171770.png,2,0,2,0.0,0.749,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171909,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171909.png,2,0,2,0.0,0.734,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171909,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171909.png,2,0,2,0.0,0.734,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171995,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171995.png,2,0,2,0.0,0.615,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171995,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171995.png,2,0,2,0.0,0.615,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA172004.png,2,0,2,0.0,0.61,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA172004.png,2,0,2,0.0,0.61,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171998,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171998.png,2,0,2,0.0,0.609,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171998,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171998.png,2,0,2,0.0,0.609,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171756,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171756.png,2,0,2,0.0,0.579,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171756,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171756.png,2,0,2,0.0,0.579,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171899,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171899.png,2,0,2,0.0,0.537,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171899,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171899.png,2,0,2,0.0,0.537,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171699,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171699.png,2,0,2,0.0,0.515,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171699,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171699.png,2,0,2,0.0,0.515,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171902,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171902.png,1,0,1,0.0,0.947,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171902,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171902.png,1,0,1,0.0,0.947,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171854,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171854.png,1,0,1,0.0,0.936,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171854,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171854.png,1,0,1,0.0,0.936,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171876,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171876.png,1,0,1,0.0,0.934,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171876,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171876.png,1,0,1,0.0,0.934,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171898,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171898.png,1,0,1,0.0,0.912,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171898,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171898.png,1,0,1,0.0,0.912,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA172034,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA172034.png,2,1,1,0.5,0.867,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA172034,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA172034.png,2,1,1,0.5,0.867,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171855,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171855.png,1,0,1,0.0,0.861,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171855,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171855.png,1,0,1,0.0,0.861,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171959.png,5,4,1,0.8,0.857,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171959.png,5,4,1,0.8,0.857,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171771,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171771.png,3,2,1,0.667,0.851,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171771,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171771.png,3,2,1,0.667,0.851,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171825,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171825.png,1,0,1,0.0,0.816,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171825,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171825.png,1,0,1,0.0,0.816,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA172030,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA172030.png,2,1,1,0.5,0.808,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA172030,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA172030.png,2,1,1,0.5,0.808,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171878.png,3,1,2,0.333,0.782,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171878.png,3,1,2,0.333,0.782,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171751.png,3,1,2,0.333,0.706,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171751.png,3,1,2,0.333,0.706,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171698,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171698.png,3,1,2,0.333,0.653,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171698,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171698.png,3,1,2,0.333,0.653,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171801,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171801.png,3,1,2,0.333,0.64,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171801,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171801.png,3,1,2,0.333,0.64,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA172034,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA172034.png,2,1,1,0.5,0.867,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA172034,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA172034.png,2,1,1,0.5,0.867,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171959.png,5,4,1,0.8,0.857,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171959.png,5,4,1,0.8,0.857,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171771,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171771.png,3,2,1,0.667,0.851,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171771,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171771.png,3,2,1,0.667,0.851,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA172030,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA172030.png,2,1,1,0.5,0.808,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA172030,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA172030.png,2,1,1,0.5,0.808,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171852,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171852.png,3,2,1,0.667,0.774,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171852,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171852.png,3,2,1,0.667,0.774,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171802,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171802.png,3,2,1,0.667,0.766,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171802,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171802.png,3,2,1,0.667,0.766,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171900,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171900.png,1,1,0,1.0,0.402,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171900,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_densenet121_focal\PA171900.png,1,1,0,1.0,0.402,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,0.75,iml_lifecycle,densenet121_focal
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171990.png,3,0,3,0.0,0.442,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171990.png,3,0,3,0.0,0.442,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171742,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171742.png,3,0,3,0.0,0.339,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171742,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171742.png,3,0,3,0.0,0.339,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171699,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171699.png,2,0,2,0.0,0.599,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171699,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171699.png,2,0,2,0.0,0.599,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171899,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171899.png,2,0,2,0.0,0.537,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171899,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171899.png,2,0,2,0.0,0.537,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA172004.png,2,0,2,0.0,0.53,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA172004,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA172004.png,2,0,2,0.0,0.53,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171998,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171998.png,2,0,2,0.0,0.504,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171998,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171998.png,2,0,2,0.0,0.504,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171722,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171722.png,2,0,2,0.0,0.492,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171722,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171722.png,2,0,2,0.0,0.492,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171721,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171721.png,2,0,2,0.0,0.483,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171721,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171721.png,2,0,2,0.0,0.483,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171931,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171931.png,2,0,2,0.0,0.459,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171931,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171931.png,2,0,2,0.0,0.459,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171770.png,2,0,2,0.0,0.45,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171770,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171770.png,2,0,2,0.0,0.45,All wrong,3,Not recommended,All Wrong,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171876,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171876.png,1,0,1,0.0,0.955,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171876,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171876.png,1,0,1,0.0,0.955,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171898,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171898.png,1,0,1,0.0,0.836,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171898,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171898.png,1,0,1,0.0,0.836,All wrong,5,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171878.png,3,1,2,0.333,0.459,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171878.png,3,1,2,0.333,0.459,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171912,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171912.png,3,1,2,0.333,0.415,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171912,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171912.png,3,1,2,0.333,0.415,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171751.png,3,1,2,0.333,0.361,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171751.png,3,1,2,0.333,0.361,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171801,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171801.png,3,1,2,0.333,0.358,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171801,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171801.png,3,1,2,0.333,0.358,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171698,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171698.png,3,1,2,0.333,0.325,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171698,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171698.png,3,1,2,0.333,0.325,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171852,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171852.png,3,2,1,0.667,0.643,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171852,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171852.png,3,2,1,0.667,0.643,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171959.png,5,4,1,0.8,0.596,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171959.png,5,4,1,0.8,0.596,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171802,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171802.png,3,2,1,0.667,0.581,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171802,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171802.png,3,2,1,0.667,0.581,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171909,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171909.png,2,1,1,0.5,0.505,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171909,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171909.png,2,1,1,0.5,0.505,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
PA171771,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_efficientnet_b0_focal\PA171771.png,3,2,1,0.667,0.467,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,efficientnet_b0_focal
