epoch,train_loss,train_acc,val_loss,val_acc
1,0.107776,65.91,0.081187,63.64
2,0.033281,88.92,0.046602,87.50
3,0.021432,91.19,0.097397,75.00
4,0.025654,92.33,0.091952,82.95
5,0.022275,92.33,0.156766,69.32
6,0.025709,89.20,0.238055,71.59
7,0.032696,88.35,0.105384,79.55
8,0.036782,85.51,0.735988,42.05
9,0.037751,86.08,7.109799,4.55
10,0.037049,85.23,0.801276,42.05
11,0.051064,84.94,0.371017,45.45
12,0.043559,86.36,0.235614,62.50
13,0.048224,81.53,0.331126,50.00
14,0.062330,80.97,0.619975,50.00
15,0.041664,86.08,2.591451,26.14
16,0.043482,84.09,1.251868,40.91
17,0.070245,80.11,1.087415,35.23
18,0.057324,79.26,0.529725,38.64
19,0.062163,80.97,0.966113,31.82
20,0.027254,90.91,0.057602,84.09
21,0.050691,83.52,2.758449,6.82
22,0.038274,85.80,0.210365,68.18
23,0.043549,84.09,0.126874,62.50
24,0.061596,80.11,0.173037,50.00
25,0.042565,85.23,0.117937,82.95
26,0.033524,88.35,0.055401,88.64
27,0.030838,89.20,0.078842,72.73
28,0.032186,87.50,0.090859,85.23
29,0.020739,90.91,0.050824,85.23
30,0.017696,91.76,0.049533,87.50
31,0.023618,91.76,0.055422,89.77
32,0.049521,87.78,17.388570,28.41
33,0.043844,82.95,0.535517,31.82
34,0.043040,82.39,0.162260,52.27
35,0.031138,89.77,0.148368,69.32
36,0.033288,88.64,0.098494,79.55
37,0.041126,85.51,0.050128,86.36
38,0.021876,89.77,0.039526,88.64
39,0.023030,90.91,0.055594,87.50
40,0.014427,93.47,0.054150,88.64
41,0.019258,92.05,0.042418,88.64
42,0.016870,92.33,0.039617,90.91
43,0.018155,91.76,0.037598,88.64
44,0.018924,93.18,0.048154,87.50
45,0.018147,93.75,0.039201,84.09
46,0.018587,90.62,0.042029,88.64
47,0.017560,92.61,0.048782,89.77
48,0.016058,92.61,0.051515,92.05
49,0.031346,92.61,0.058221,89.77
50,0.010851,96.02,0.091427,77.27
51,0.017523,97.16,0.067737,84.09
52,0.007968,95.45,0.050260,90.91
53,0.010354,95.74,0.088785,85.23
54,0.006470,96.59,0.068810,90.91
55,0.005739,96.88,0.065980,89.77
56,0.008848,97.16,0.065150,88.64
57,0.007018,97.16,0.069059,88.64
58,0.006606,98.01,0.066602,87.50
59,0.004759,98.30,0.058091,87.50
