epoch,train_loss,train_acc,val_loss,val_acc
1,0.156927,48.01,0.166236,39.77
2,0.087704,80.68,0.116358,64.77
3,0.043115,86.93,0.072427,81.82
4,0.027769,88.92,0.061536,79.55
5,0.015204,93.75,0.054195,81.82
6,0.009806,95.45,0.058717,86.36
7,0.012485,94.89,0.132465,75.00
8,0.041168,86.08,0.049249,90.91
9,0.032325,88.07,0.096203,77.27
10,0.037072,85.80,0.166798,73.86
11,0.046000,83.52,0.327759,62.50
12,0.036293,89.20,0.576057,76.14
13,0.048140,84.38,0.133173,78.41
14,0.034868,89.20,0.080208,85.23
15,0.042898,85.80,0.107656,72.73
16,0.026547,90.06,0.076386,90.91
17,0.021649,91.76,0.176971,77.27
18,0.035649,89.77,0.096680,88.64
19,0.031761,87.22,0.071283,78.41
20,0.044642,86.93,0.281285,76.14
21,0.054759,84.94,0.227620,43.18
22,0.064333,78.41,0.264945,50.00
23,0.055114,78.12,0.126658,67.05
24,0.043206,83.81,0.712767,46.59
25,0.039641,85.23,0.081842,84.09
26,0.038076,86.93,0.096754,81.82
27,0.029634,89.77,0.055527,88.64
28,0.025589,89.20,0.083879,84.09
29,0.024054,91.76,0.086576,84.09
30,0.031636,88.92,0.112775,78.41
31,0.035187,84.09,0.062881,88.64
32,0.020834,94.03,0.154698,72.73
33,0.009954,94.89,0.071871,90.91
34,0.009379,96.88,0.074653,88.64
35,0.016964,93.75,0.058861,88.64
36,0.011873,94.32,0.117078,85.23
37,0.015006,94.89,0.062167,92.05
38,0.014125,95.45,0.067061,90.91
39,0.006216,96.88,0.058929,89.77
40,0.003539,98.86,0.071067,89.77
41,0.004124,98.86,0.098565,82.95
42,0.009001,96.02,0.083356,90.91
43,0.003777,98.58,0.113954,87.50
44,0.003204,98.30,0.077856,90.91
45,0.001927,99.43,0.068655,89.77
