epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,54.2691,2.88002,7.29962,1.54699,0.00219,0.1945,0.00834,0.00643,2.22458,5.42772,1.40897,0.095025,2.5e-05,2.5e-05
2,96.0994,2.52005,5.72188,1.40404,0.80194,0.17702,0.09261,0.04174,1.84001,2.44973,0.95338,0.0890545,5.44555e-05,5.44555e-05
3,138.824,1.91555,2.33419,1.02848,0.48691,0.39443,0.33062,0.14429,2.30728,2.25175,1.08146,0.0830833,8.3317e-05,8.3317e-05
4,185.755,1.72363,1.52385,0.97448,0.32968,0.49981,0.38808,0.19394,1.78582,1.76152,0.98667,0.0771116,0.000111585,0.000111585
5,234.524,1.61239,1.34706,0.95805,0.33203,0.67286,0.46024,0.24152,1.73658,1.97383,0.96511,0.0711393,0.000139258,0.000139258
6,277.813,1.655,1.34083,0.98812,0.27922,0.7314,0.41366,0.20007,2.26939,2.25783,1.10557,0.0651663,0.000166338,0.000166338
7,321.689,1.71076,1.41147,0.99737,0.41173,0.48268,0.41315,0.20542,1.74894,1.73778,0.98287,0.0591928,0.000192823,0.000192823
8,363.52,1.54116,1.20369,0.95279,0.44757,0.59107,0.48095,0.24506,1.78238,2.11396,0.9939,0.0532187,0.000218715,0.000218715
9,411.883,1.53882,1.22625,0.94371,0.49476,0.38795,0.50782,0.28373,1.77035,1.54875,0.98459,0.047244,0.000244012,0.000244012
10,457.37,1.46532,1.11061,0.92321,0.36937,0.5321,0.494,0.30602,1.60898,1.54397,0.95292,0.0412687,0.000268715,0.000268715
11,500.784,1.43496,1.1675,0.93891,0.81844,0.42206,0.53959,0.35736,1.57125,1.31508,0.94566,0.0352928,0.000292825,0.000292825
12,548.583,1.42609,1.13309,0.95202,0.6336,0.54826,0.59158,0.37226,1.52514,1.14456,0.93493,0.0293163,0.00031634,0.00031634
13,596.036,1.52915,1.00942,0.94293,0.5576,0.57593,0.55133,0.36878,1.54925,1.1162,0.93885,0.0233393,0.000339262,0.000339262
14,644.685,1.58228,1.09892,0.9479,0.76022,0.37839,0.52088,0.32689,1.62642,1.29557,0.94931,0.0173616,0.000361589,0.000361589
15,693.346,1.46017,1.08523,0.93922,0.64334,0.52066,0.54958,0.3386,1.71407,1.19423,0.94678,0.0113833,0.000383323,0.000383323
16,740.562,1.49073,1.17215,0.9429,0.67775,0.54234,0.6,0.38311,1.4925,1.08627,0.92961,0.00540446,0.000404463,0.000404463
17,788.004,1.4481,1.08909,0.93592,0.48113,0.65198,0.57415,0.38578,1.51341,1.34693,0.94746,0.0004208,0.0004208,0.0004208
18,837.631,1.37997,0.95037,0.92693,0.54816,0.62554,0.53182,0.3539,1.48758,1.54785,0.94063,0.00041585,0.00041585,0.00041585
19,883.592,1.40586,1.07994,0.93821,0.39349,0.45709,0.4425,0.27492,1.55086,1.40286,0.94616,0.0004109,0.0004109,0.0004109
20,925.722,1.36678,0.91872,0.91371,0.41678,0.5391,0.45476,0.27126,1.50587,1.46574,0.92875,0.00040595,0.00040595,0.00040595
21,968.96,1.42716,1.01611,0.93695,0.35085,0.64777,0.52571,0.30781,1.58085,1.5797,0.93904,0.000401,0.000401,0.000401
22,1013.49,1.31865,0.9761,0.90982,0.45198,0.54825,0.46453,0.23722,1.85932,1.61088,1.00263,0.00039605,0.00039605,0.00039605
23,1062.68,1.3939,0.97573,0.92291,0.61184,0.60951,0.57651,0.37784,1.51588,1.11609,0.94423,0.0003911,0.0003911,0.0003911
24,1111.97,1.31957,0.91143,0.89604,0.48129,0.61686,0.57054,0.33267,1.55821,1.13109,0.94952,0.00038615,0.00038615,0.00038615
25,1160.78,1.3738,0.8648,0.92675,0.54361,0.56517,0.5732,0.30155,1.60945,1.21289,0.95917,0.0003812,0.0003812,0.0003812
26,1214.91,1.27375,0.89365,0.91631,0.66107,0.57914,0.60242,0.36618,1.45556,1.11504,0.93291,0.00037625,0.00037625,0.00037625
27,1262.94,1.36942,0.88988,0.91382,0.43899,0.69793,0.55596,0.34903,1.5179,1.13909,0.94087,0.0003713,0.0003713,0.0003713
28,1308.98,1.29357,0.8669,0.90074,0.50361,0.52782,0.57487,0.35925,1.45494,1.03373,0.93379,0.00036635,0.00036635,0.00036635
29,1356.92,1.34429,0.86083,0.92247,0.55279,0.57315,0.59548,0.39445,1.52295,1.02805,0.94717,0.0003614,0.0003614,0.0003614
30,1404.03,1.36362,0.88303,0.9136,0.5236,0.58984,0.58402,0.39901,1.74859,1.22783,0.97229,0.00035645,0.00035645,0.00035645
31,1452.09,1.3446,0.88457,0.90869,0.67501,0.5248,0.56867,0.37171,1.82363,1.19674,0.99319,0.0003515,0.0003515,0.0003515
32,1498.94,1.27716,0.86835,0.90391,0.54842,0.63721,0.56907,0.39476,1.75155,1.23982,0.97937,0.00034655,0.00034655,0.00034655
33,1544.59,1.21678,0.82366,0.89026,0.69419,0.59944,0.61505,0.42134,1.73028,1.19044,0.97525,0.0003416,0.0003416,0.0003416
34,1590.65,1.29022,0.85771,0.91089,0.65763,0.52203,0.62289,0.4477,1.49618,1.11172,0.92465,0.00033665,0.00033665,0.00033665
