epoch,train_loss,train_acc,val_loss,val_acc
1,0.042801,85.34,0.008882,96.23
2,0.009739,95.31,0.006635,96.23
3,0.012367,94.95,0.005590,99.13
4,0.011449,96.15,0.011582,98.26
5,0.016909,93.75,0.010756,96.23
6,0.016742,94.11,0.015384,94.49
7,0.018501,93.27,0.022325,95.36
8,0.016706,92.91,0.061618,84.64
9,0.015729,92.91,0.088233,83.19
10,0.029844,89.30,0.009852,95.94
11,0.032026,85.34,0.028426,85.51
12,0.023632,90.26,1.153852,24.06
13,0.049396,83.17,0.572596,53.62
14,0.054628,77.88,0.015239,95.07
15,0.030329,84.62,0.007555,97.39
16,0.026802,88.22,0.047329,92.75
17,0.032405,87.62,0.010208,97.39
18,0.016301,91.83,0.014065,95.36
19,0.011769,93.87,0.013015,96.81
20,0.025492,93.03,0.002524,99.42
21,0.008658,96.88,0.004386,98.26
22,0.042457,88.82,0.007700,97.97
23,0.034222,88.70,0.005693,96.81
24,0.050496,89.30,0.248671,36.52
25,0.019720,91.83,0.201405,55.65
26,0.023285,90.26,0.001914,99.13
27,0.018220,92.55,0.002953,98.55
28,0.010861,95.43,0.002543,98.55
29,0.014452,94.47,0.004335,98.55
30,0.009195,96.27,0.006153,96.23
31,0.005933,97.24,0.008389,95.07
32,0.006490,96.63,0.004622,98.84
33,0.004928,97.84,0.003193,99.13
34,0.005068,97.60,0.000858,99.13
35,0.020891,97.00,0.003194,98.84
36,0.003691,98.08,0.002014,98.84
37,0.003961,98.08,0.006779,98.26
38,0.004111,98.68,0.001151,99.13
39,0.002532,98.92,0.001765,99.42
40,0.036106,96.88,0.514520,66.96
41,0.026822,92.19,0.002610,98.26
42,0.009711,95.79,0.002648,99.42
43,0.007987,95.67,0.009224,96.23
44,0.007600,96.63,0.007799,97.10
45,0.002719,98.44,0.005819,98.55
46,0.002997,98.68,0.004979,98.84
47,0.003060,98.92,0.003211,98.84
