epoch,train_loss,train_acc,val_loss,val_acc
1,0.022892,90.57,0.001305,99.38
2,0.003395,98.46,0.000886,99.59
3,0.001576,99.36,0.008359,95.87
4,0.007004,97.30,0.004226,98.55
5,0.008375,96.61,0.000317,99.79
6,0.011541,96.08,0.003690,97.31
7,0.008674,96.45,0.008078,96.69
8,0.013195,94.39,0.005213,97.52
9,0.009396,96.77,0.066213,72.73
10,0.009478,96.82,0.560025,57.85
11,0.012075,95.13,0.039841,81.61
12,0.010116,96.08,1.460555,57.85
13,0.009895,95.92,0.038368,85.54
14,0.011870,95.23,0.024620,89.46
15,0.011236,95.29,0.146526,71.49
16,0.026826,88.03,0.021962,90.91
17,0.012780,95.23,0.004266,98.97
18,0.006287,97.09,0.002544,98.35
19,0.002165,99.15,0.000833,99.38
20,0.003427,98.62,0.026308,81.82
21,0.002281,99.05,0.000624,99.79
22,0.001162,99.68,0.000150,99.79
23,0.001405,99.36,0.001725,99.38
24,0.001051,99.21,0.000415,99.79
25,0.001220,99.63,0.003815,98.14
26,0.002177,98.83,1.549832,90.29
27,0.002585,98.94,0.000113,100.00
28,0.002060,99.15,0.000283,99.79
29,0.001264,99.36,0.003065,98.55
30,0.001217,99.47,0.000314,100.00
31,0.004517,98.25,0.634317,64.05
32,0.009356,96.45,0.009450,97.52
33,0.003258,98.52,0.000629,99.59
34,0.001818,99.36,0.000529,99.59
35,0.000848,99.79,0.000088,100.00
36,0.001052,99.63,0.000141,100.00
37,0.000214,99.89,0.000073,100.00
38,0.002897,98.78,0.000830,99.79
39,0.001226,99.52,0.001337,99.59
40,0.000638,99.74,0.000127,100.00
41,0.000692,99.84,0.000100,100.00
42,0.000995,99.68,0.000822,99.38
43,0.000798,99.84,0.000183,100.00
44,0.000180,100.00,0.000082,100.00
45,0.000366,99.84,0.000534,99.79
46,0.000369,99.95,0.000410,99.79
47,0.000458,99.79,0.000161,99.79
48,0.000239,99.84,0.000214,99.79
49,0.000117,99.89,0.000178,99.79
