epoch,train_loss,train_acc,val_loss,val_acc
1,0.319386,37.89,0.298536,53.77
2,0.237343,60.55,0.256418,49.06
3,0.158519,77.73,0.201620,51.89
4,0.123504,76.17,0.165182,63.21
5,0.081947,85.55,0.121065,73.58
6,0.067386,87.50,0.126287,70.75
7,0.048224,90.23,0.290511,61.32
8,0.058807,86.72,0.433776,59.43
9,0.056544,87.11,0.453905,60.38
10,0.046574,90.62,0.182660,75.47
11,0.054269,89.45,0.170697,74.53
12,0.053212,89.84,0.246939,84.91
13,0.095449,83.59,0.520624,68.87
14,0.088531,85.94,0.309721,83.96
15,0.105512,85.94,0.387752,68.87
16,0.069157,86.72,1.135661,64.15
17,0.056788,85.94,1.636003,68.87
18,0.048550,89.45,0.533982,58.49
19,0.064573,87.11,1.787402,66.98
20,0.100619,83.59,0.220021,52.83
21,0.097850,82.03,0.083913,85.85
22,0.083418,84.38,0.154229,83.96
23,0.047959,89.84,0.155148,77.36
24,0.054519,89.84,0.157229,78.30
25,0.080563,82.03,0.538361,49.06
26,0.066055,87.50,0.856981,74.53
27,0.049907,90.62,0.399788,83.96
28,0.035913,91.41,0.153840,90.57
29,0.061381,88.67,0.326540,73.58
30,0.055589,89.06,0.048264,88.68
31,0.040869,92.58,0.088507,87.74
32,0.034872,92.58,0.107143,83.02
33,0.044250,89.84,0.244503,66.04
34,0.031603,94.53,0.115383,74.53
35,0.044035,92.97,0.055722,90.57
36,0.027162,92.19,0.098211,86.79
37,0.026450,94.53,0.095782,89.62
38,0.027931,94.14,0.081501,89.62
39,0.022909,95.31,0.077229,88.68
40,0.025369,96.09,0.073669,86.79
41,0.020796,94.14,0.074108,84.91
42,0.016326,96.48,0.077111,81.13
43,0.016134,94.92,0.054716,87.74
44,0.004734,98.05,0.052175,91.51
45,0.007835,98.44,0.077882,89.62
46,0.017601,95.70,0.067465,91.51
47,0.010773,98.05,0.063241,88.68
48,0.016067,94.92,0.062006,90.57
