epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,943.121,0.43819,0.93337,1,0.17726,0.000333055,0.000333055,0.000333055
2,1945.17,0.22817,0.94581,1,0.14127,0.000583923,0.000583923,0.000583923
3,3661.83,0.2127,0.94907,1,0.13993,0.000752291,0.000752291,0.000752291
4,4724.86,0.19768,0.96121,1,0.10674,0.00062875,0.00062875,0.00062875
5,5694.64,0.17533,0.96417,1,0.10962,0.000505,0.000505,0.000505
6,6701.15,0.16782,0.96624,1,0.10451,0.00038125,0.00038125,0.00038125
