epoch,train_loss,train_acc,val_loss,val_acc
1,0.057149,75.85,0.042523,84.09
2,0.039760,82.10,0.041001,79.96
3,0.030930,85.22,0.038099,83.88
4,0.027475,86.81,0.044890,78.93
5,0.031841,85.12,0.040607,81.20
6,0.027254,86.39,0.047367,76.45
7,0.031397,85.96,0.056937,76.86
8,0.032332,85.86,0.048832,75.83
9,0.037664,82.73,0.037182,85.12
10,0.037488,83.26,0.041248,79.55
11,0.032793,83.53,0.033678,82.44
12,0.037338,82.20,0.047367,80.99
13,0.037565,83.79,0.057608,75.41
14,0.036042,83.10,0.047852,82.02
15,0.032185,85.86,0.040516,75.41
16,0.038773,81.94,0.043873,80.17
17,0.033787,83.37,0.041799,82.02
18,0.034198,82.57,0.078818,68.39
19,0.032169,83.95,0.033865,79.75
20,0.039040,81.99,0.056163,77.27
21,0.037181,82.47,0.041939,78.51
22,0.030137,85.81,0.049958,81.61
23,0.036144,83.95,0.044593,80.58
24,0.032011,84.32,0.036170,81.40
25,0.028777,86.81,0.045702,78.93
26,0.029452,85.91,0.032772,83.88
27,0.030774,85.81,0.038498,83.47
28,0.028004,87.29,0.051446,82.44
29,0.026645,86.86,0.044350,82.02
30,0.024074,87.34,0.039450,80.58
31,0.024069,86.71,0.049196,80.99
32,0.024700,88.82,0.034738,84.50
33,0.023191,88.77,0.067021,78.93
34,0.021275,89.46,0.048211,80.79
35,0.024828,87.71,0.044264,79.34
36,0.025666,87.50,0.037555,81.82
37,0.021567,89.88,0.042113,84.30
38,0.023419,88.19,0.037174,83.68
39,0.015761,91.15,0.048076,84.50
40,0.018448,89.78,0.053186,76.65
41,0.021976,88.35,0.047315,79.75
42,0.019215,90.25,0.049574,78.51
43,0.017923,91.21,0.041364,82.44
44,0.017550,90.68,0.041053,84.09
45,0.013977,93.33,0.056631,81.20
46,0.014036,92.96,0.047359,83.88
47,0.012689,93.17,0.059051,83.47
48,0.012994,93.86,0.055282,82.64
49,0.013052,93.49,0.047152,79.96
50,0.011231,94.17,0.050597,83.06
51,0.009997,94.33,0.065601,81.82
52,0.009903,94.86,0.062176,81.61
53,0.011240,94.54,0.045962,83.47
54,0.006111,96.82,0.066269,83.68
55,0.007993,95.87,0.066703,81.82
56,0.006795,95.97,0.068058,83.68
57,0.006017,97.19,0.072343,83.26
58,0.004614,97.62,0.068855,84.09
59,0.003852,97.93,0.078748,83.06
60,0.004729,97.14,0.076116,82.23
61,0.004167,97.88,0.073812,82.44
62,0.003529,98.52,0.072523,83.06
63,0.003532,98.36,0.074874,82.64
64,0.002756,98.52,0.079486,82.64
65,0.002856,98.73,0.077277,83.88
66,0.003220,98.62,0.078624,84.71
67,0.002422,98.94,0.077020,83.88
68,0.001941,99.21,0.078425,84.50
69,0.002497,98.99,0.083886,83.26
70,0.002066,98.89,0.082459,83.68
71,0.001608,99.26,0.084774,84.09
72,0.002265,98.83,0.083748,83.26
73,0.001723,99.21,0.080240,83.68
74,0.001694,99.21,0.086078,83.47
75,0.002036,98.94,0.080836,84.30
