epoch,train_loss,train_acc,val_loss,val_acc
1,0.055550,77.43,0.072020,70.21
2,0.033232,84.72,0.042197,80.48
3,0.029225,85.88,0.045882,81.34
4,0.025643,87.50,0.044899,79.79
5,0.028635,86.86,0.043637,82.36
6,0.028172,87.79,0.047745,82.53
7,0.030235,85.65,0.048155,81.85
8,0.033289,83.91,0.084229,65.75
9,0.033541,83.91,0.096586,76.88
10,0.039399,81.54,0.130532,71.40
11,0.034775,84.38,0.212134,66.78
12,0.034143,83.62,0.091311,78.60
13,0.040377,81.02,0.050223,75.86
14,0.035247,84.20,0.796610,62.67
15,0.043482,81.42,0.255248,43.66
16,0.034194,81.83,0.058128,83.05
17,0.034473,84.61,0.071766,74.66
18,0.035113,83.22,0.059024,79.11
19,0.032817,83.62,0.035745,83.90
20,0.032488,83.10,0.056160,81.85
21,0.032255,84.72,0.057540,80.48
22,0.031346,85.47,0.055427,82.88
23,0.037096,82.58,0.062695,62.50
24,0.032442,85.47,0.080280,67.12
25,0.032179,84.84,0.045352,78.25
26,0.032513,83.80,0.036982,82.53
27,0.028033,84.55,0.040276,83.39
28,0.027817,86.69,0.054058,74.83
29,0.025924,85.47,0.046519,78.60
30,0.027640,86.63,0.049595,83.22
31,0.028649,86.46,0.037258,85.10
32,0.026099,85.71,0.038262,84.42
33,0.024122,87.79,0.048181,76.71
34,0.028214,87.27,0.184073,82.88
35,0.049010,79.98,0.064907,74.83
36,0.038593,83.39,0.078676,66.44
37,0.033562,83.10,0.162158,54.97
38,0.032480,84.38,0.057908,77.74
39,0.031852,83.91,0.044297,83.05
40,0.026477,86.28,0.045786,77.23
41,0.026762,87.62,0.045585,78.77
42,0.027108,87.33,0.038191,83.73
43,0.028250,86.40,0.040042,83.22
44,0.029946,85.76,0.036065,85.27
45,0.028028,86.40,0.039713,84.08
46,0.023995,87.56,0.043271,83.56
47,0.025657,86.57,0.039299,85.27
48,0.022510,88.54,0.042483,85.96
49,0.024817,86.69,0.035519,85.79
50,0.023320,86.57,0.041880,84.76
51,0.024159,87.96,0.036344,84.93
52,0.020370,90.57,0.043283,86.30
53,0.020410,89.06,0.044616,84.59
54,0.019337,89.58,0.037381,84.08
55,0.018490,89.99,0.047541,81.68
56,0.019588,90.28,0.042518,84.76
57,0.018559,90.22,0.043097,82.02
58,0.018205,91.03,0.046952,84.76
59,0.019293,90.05,0.043672,81.51
60,0.016181,91.32,0.043158,82.71
61,0.016960,91.20,0.042600,83.56
62,0.017031,90.68,0.044422,84.08
63,0.014612,93.29,0.044835,84.25
64,0.014502,92.19,0.044822,84.08
65,0.014895,92.36,0.043119,84.42
66,0.015813,92.42,0.041449,84.59
67,0.014745,92.07,0.043071,84.08
68,0.013844,93.34,0.044567,84.08
69,0.013859,93.06,0.045601,83.90
70,0.012539,93.46,0.045865,84.25
71,0.012806,93.34,0.047632,84.42
72,0.012319,92.42,0.046781,84.25
73,0.012838,93.23,0.047478,84.59
74,0.014210,92.94,0.046499,84.93
75,0.014452,92.48,0.046588,84.59
