epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,40.7294,0.61969,0.53548,1,1.0771,0.000415691,0.000415691,0.000415691
2,77.4471,0.40649,0.58065,1,0.89626,0.00055768,0.00055768,0.00055768
3,116.24,0.38346,0.72903,1,0.66662,0.000424668,0.000424668,0.000424668
